Attraction_Id,Attraction_Nm,Attraction_url,Rankings,Category,Address,No_of_Reviews,Weekday_Hours,Weekend_Hours,Overall_Rating,Rating_Excellent,Rating_Good,Rating_Average,Rating_Poor,Rating_Terrible
d7142619,Jerome Point Lighthouse,https://www.tripadvisor.com/Attraction_Review-g1106664-d7142619-Reviews-Jerome_Point_Lighthouse-St_Peter_s_Cape_Breton_Island_Nova_Scotia.html,#7 of 14 things to do in St. Peter's,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Rte. 4 - Battery Provincial Park, St. Peter's, Nova Scotia, Canada",3,,,4.5,67%,33%,0%,0%,0%
d633864,Tusket River,https://www.tripadvisor.com/Attraction_Review-g652395-d633864-Reviews-Tusket_River-Tusket_Municipality_of_Argyle_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 5 things to do in Tusket,"Nature & Parks, Bodies of Water","Tusket, Nova Scotia, Canada",1,,,5.0,100%,0%,0%,0%,0%
d6654041,NS Valley Raceway,https://www.tripadvisor.com/Attraction_Review-g181764-d6654041-Reviews-NS_Valley_Raceway-Kingston_Southwest_Nova_Scotia_Nova_Scotia.html,#7 of 7 things to do in Kingston,"Sights & Landmarks, Auto Race Tracks","877 Vault Rd, Kingston, Nova Scotia B0P 1R0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d7367775,MacCormack Provincial Park,https://www.tripadvisor.com/Attraction_Review-g499227-d7367775-Reviews-MacCormack_Provincial_Park-Iona_Cape_Breton_Island_Nova_Scotia.html,#4 of 5 things to do in Iona,Nature & Parks,"2481 St Columba Road, Iona, Nova Scotia B2C 1B4, Canada",4,,,4.0,0%,75%,25%,0%,0%
d7273195,Bishop Park,https://www.tripadvisor.com/Attraction_Review-g1403065-d7273195-Reviews-Bishop_Park-Hubbards_Halifax_Region_Nova_Scotia.html,#7 of 8 things to do in Hubbards,Nature & Parks,"15 Shore Club Road, Hubbards, Nova Scotia B0J 1T0, Canada",2,,,3.0,0%,0%,100%,0%,0%
d4409033,Ross Thomson House Museum,https://www.tripadvisor.com/Attraction_Review-g154968-d4409033-Reviews-Ross_Thomson_House_Museum-Shelburne_Southwest_Nova_Scotia_Nova_Scotia.html,#8 of 16 things to do in Shelburne,"Museums, Specialty Museums","9 Charlotte Lane, Shelburne, Nova Scotia, Canada",27,,,4.5,67%,33%,0%,0%,0%
d14903114,Victoria Square,https://www.tripadvisor.com/Attraction_Review-g182200-d14903114-Reviews-Victoria_Square-Amherst_Nova_Scotia.html,#8 of 16 things to do in Amherst,"Sights & Landmarks, Monuments & Statues, Civic Centers, Points of Interest & Landmarks More","98 Victoria St E, Amherst, Nova Scotia B4H 1X6, Canada",2,,,4.5,50%,50%,0%,0%,0%
d7119766,French Point Lighthouse,https://www.tripadvisor.com/Attraction_Review-g1968196-d7119766-Reviews-French_Point_Lighthouse-Head_of_Jeddore_Halifax_Region_Nova_Scotia.html,#4 of 4 things to do in Head of Jeddore,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Kent Road, Head of Jeddore, Nova Scotia B0J 2L0, Canada",2,,,4.0,0%,100%,0%,0%,0%
d13322196,Dingwall Harbour,https://www.tripadvisor.com/Attraction_Review-g677535-d13322196-Reviews-Dingwall_Harbour-Dingwall_Cape_Breton_Island_Nova_Scotia.html,#7 of 9 things to do in Dingwall,"Nature & Parks, Bodies of Water","Harbour Quary Road, Dingwall, Nova Scotia B0C 0A1, Canada",2,,,4.5,50%,50%,0%,0%,0%
d13201377,St Andrews Presbyterian Church,https://www.tripadvisor.com/Attraction_Review-g1800626-d13201377-Reviews-St_Andrews_Presbyterian_Church-Sydney_Mines_Cape_Breton_Island_Nova_Scotia.html,#3 of 6 things to do in Sydney Mines,"Sights & Landmarks, Churches & Cathedrals","643 Main St, Sydney Mines, Nova Scotia B1V 2L1, Canada",1,,,5.0,100%,0%,0%,0%,0%
d6994715,Isabel Simpson Heritage Centre,https://www.tripadvisor.com/Attraction_Review-g1022767-d6994715-Reviews-Isabel_Simpson_Heritage_Centre-Springhill_Nova_Scotia.html,#3 of 4 things to do in Springhill,"Museums, History Museums","26 Memorial Drive, Springhill, Nova Scotia B0M 1W0, Canada",2,,,2.5,0%,0%,50%,50%,0%
d16723577,Wood s berries Inc,https://www.tripadvisor.com/Attraction_Review-g652395-d16723577-Reviews-Wood_s_berries_Inc-Tusket_Municipality_of_Argyle_Southwest_Nova_Scotia_Nova_Scot.html,#2 of 5 things to do in Tusket,"Nature & Parks, Gardens, Forests","747 Raynardton Rd, Tusket, Nova Scotia B0W 3M0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d6994705,East Hants Historical Society,https://www.tripadvisor.com/Attraction_Review-g5561759-d6994705-Reviews-East_Hants_Historical_Society-Lower_Selma_Nova_Scotia.html,#2 of 3 things to do in Lower Selma,"Museums, Specialty Museums","6971 Highway 215, Lower Selma, Nova Scotia B0N 1T0, Canada",3,,,4.5,33%,67%,0%,0%,0%
d2285866,Old Meeting House,https://www.tripadvisor.com/Attraction_Review-g499236-d2285866-Reviews-Old_Meeting_House-Port_Medway_Southwest_Nova_Scotia_Nova_Scotia.html,#5 of 5 things to do in Port Medway,"Sights & Landmarks, Historic Sites","167 Long Cove Road, Port Medway, Nova Scotia B0J 2T0, Canada",2,,,3.0,0%,0%,100%,0%,0%
d13118446,St John s Anglican Church,https://www.tripadvisor.com/Attraction_Review-g499216-d13118446-Reviews-St_John_s_Anglican_Church-Ingonish_Cape_Breton_Island_Nova_Scotia.html,#15 of 15 things to do in Ingonish,"Sights & Landmarks, Churches & Cathedrals","36042 Cabot Trail, Ingonish, Nova Scotia B0C 1K0, Canada",1,,,4.0,0%,100%,0%,0%,0%
d11833685,St John s Anglican Church and Cemetery,https://www.tripadvisor.com/Attraction_Review-g1048259-d11833685-Reviews-St_John_s_Anglican_Church_and_Cemetery-Port_Williams_Southwest_Nova_Scotia_Nova.html,#8 of 9 things to do in Port Williams,"Sights & Landmarks, Churches & Cathedrals, Historic Sites, Cemeteries More","1109 Church St, Port Williams, Nova Scotia B0P 1T0, Canada",2,,,5.0,100%,0%,0%,0%,0%
d6016245,North Highlands Nordic,https://www.tripadvisor.com/Attraction_Review-g499214-d6016245-Reviews-North_Highlands_Nordic-Cape_North_Cape_Breton_Island_Nova_Scotia.html,#4 of 4 things to do in Cape North,"Outdoor Activities, Nature & Parks, Ski & Snowboard Areas","29481 Cabot Trail, Cape North, Nova Scotia B0C 1G0, Canada",1,Open Now: 10:00 AM - 5:00 PM,Sun - Sat10:00 AM - 5:00 PM,5.0,100%,0%,0%,0%,0%
d14994976,Jacob Locke Homestead,https://www.tripadvisor.com/Attraction_Review-g1119846-d14994976-Reviews-Jacob_Locke_Homestead-Lockeport_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 7 things to do in Lockeport,"Sights & Landmarks, Points of Interest & Landmarks, Historic Sites","31 South Street, Lockeport, Nova Scotia, Canada",1,,,5.0,100%,0%,0%,0%,0%
d298808,Balache Point Lighthouse,https://www.tripadvisor.com/Attraction_Review-g499234-d298808-Reviews-Balache_Point_Lighthouse-Port_Hastings_Cape_Breton_Island_Nova_Scotia.html,#4 of 4 things to do in Port Hastings,"Sights & Landmarks, Lighthouses","Port Hastings, Nova Scotia, Canada",4,,,4.0,50%,0%,50%,0%,0%
d2559675,Mermaid Theatre of Nova Scotia,https://www.tripadvisor.com/Attraction_Review-g316029-d2559675-Reviews-Mermaid_Theatre_of_Nova_Scotia-Windsor_Southwest_Nova_Scotia_Nova_Scotia.html,#11 of 20 things to do in Windsor,"Concerts & Shows, Theaters","132 Gerrish Street, Windsor, Nova Scotia B0N 2T0, Canada",5,,,5.0,100%,0%,0%,0%,0%
d13287909,Stella Maris Rectory,https://www.tripadvisor.com/Attraction_Review-g499217-d13287909-Reviews-Stella_Maris_Rectory-Louisbourg_Cape_Breton_Island_Nova_Scotia.html,#8 of 16 things to do in Louisbourg,"Sights & Landmarks, Churches & Cathedrals","7564 Main St, Louisbourg, Nova Scotia B1C 1J6, Canada",2,,,5.0,100%,0%,0%,0%,0%
d7071790,An Drochaid The Bridge Museum,https://www.tripadvisor.com/Attraction_Review-g499218-d7071790-Reviews-An_Drochaid_The_Bridge_Museum-Mabou_Cape_Breton_Island_Nova_Scotia.html,#11 of 11 things to do in Mabou,"Museums, Specialty Museums","11513 Highway 19, Mabou, Nova Scotia, Canada",4,,,4.5,50%,50%,0%,0%,0%
d12707569,Sissiboo Storybook Trail,https://www.tripadvisor.com/Attraction_Review-g2442599-d12707569-Reviews-Sissiboo_Storybook_Trail-Weymouth_Southwest_Nova_Scotia_Nova_Scotia.html,#5 of 5 things to do in Weymouth,"Nature & Parks, Outdoor Activities, Hiking Trails","Weymouth, Nova Scotia, Canada",1,,,4.0,0%,100%,0%,0%,0%
d5555781,Boylston Provincial Park,https://www.tripadvisor.com/Attraction_Review-g499226-d5555781-Reviews-Boylston_Provincial_Park-Guysborough_Nova_Scotia.html,#5 of 14 things to do in Guysborough,Nature & Parks,"11131 Highway 16 | Boylston, Guysborough, Nova Scotia B0H 1N0, Canada",10,,,4.0,50%,30%,0%,20%,0%
d13549099,Visito Information Centre,https://www.tripadvisor.com/Attraction_Review-g316029-d13549099-Reviews-Visito_Information_Centre-Windsor_Southwest_Nova_Scotia_Nova_Scotia.html,#14 of 20 things to do in Windsor,"Traveler Resources, Visitor Centers","321 Gerrish Street, Windsor, Nova Scotia, Canada",2,,,5.0,100%,0%,0%,0%,0%
d7051786,Victoria Beach Lighthouse,https://www.tripadvisor.com/Attraction_Review-g499225-d7051786-Reviews-Victoria_Beach_Lighthouse-Granville_Ferry_Annapolis_Royal_Southwest_Nova_Scotia_N.html,#3 of 4 things to do in Granville Ferry,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Granville Road, Granville Ferry, Annapolis Royal, Nova Scotia B0S 1K0, Canada",6,,,3.5,16%,33%,51%,0%,0%
d4461296,Sydney and Louisbourg Railway Museum,https://www.tripadvisor.com/Attraction_Review-g499217-d4461296-Reviews-Sydney_and_Louisbourg_Railway_Museum-Louisbourg_Cape_Breton_Island_Nova_Scotia.html,#6 of 16 things to do in Louisbourg,"Museums, Specialty Museums","Main street, Louisbourg, Nova Scotia, Canada",31,,,4.0,29%,39%,29%,3%,0%
d8678929,Daniel s U Pick,https://www.tripadvisor.com/Attraction_Review-g316029-d8678929-Reviews-Daniel_s_U_Pick-Windsor_Southwest_Nova_Scotia_Nova_Scotia.html,#15 of 20 things to do in Windsor,"Sights & Landmarks, Farms",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,4,,,4.0,25%,50%,25%,0%,0%
d7037899,McNeil Beach Lighthouse,https://www.tripadvisor.com/Attraction_Review-g499212-d7037899-Reviews-McNeil_Beach_Lighthouse-Boularderie_Cape_Breton_Island_Nova_Scotia.html,#2 of 2 things to do in Boularderie,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Seal Island Bridge, Boularderie, Nova Scotia, Canada",1,,,4.0,0%,100%,0%,0%,0%
d9464799,Oralee O Byrne,https://www.tripadvisor.com/Attraction_Review-g2305837-d9464799-Reviews-Oralee_O_Byrne-Port_Greville_Nova_Scotia.html,#2 of 2 things to do in Port Greville,"Museums, History Museums","8334 Hwy 209, Port Greville, Nova Scotia, Canada",1,,,5.0,100%,0%,0%,0%,0%
d6994932,Shag Harbour Incident Interpretive Centre,https://www.tripadvisor.com/Attraction_Review-g3610895-d6994932-Reviews-Shag_Harbour_Incident_Interpretive_Centre-Shag_Harbour_Southwest_Nova_Scotia_Nov.html,#1 of 3 things to do in Shag Harbour,"Museums, Specialty Museums","5615 Highway 3, Shag Harbour, Nova Scotia B0W 3B0, Canada",13,Open Now: 10:00 AM - 5:00 PM,Sun - Sat10:00 AM - 5:00 PM,3.0,15%,40%,15%,15%,15%
d7365290,Tidnish Bridge Art Gallery,https://www.tripadvisor.com/Attraction_Review-g3853717-d7365290-Reviews-Tidnish_Bridge_Art_Gallery-Tidnish_Nova_Scotia.html,#3 of 3 things to do in Tidnish,"Sights & Landmarks, Shopping, Museums, Points of Interest & Landmarks, Art Galleries More","3654 Highway 366, Tidnish, Nova Scotia B4H 3X9, Canada",4,Open Now: 10:00 AM - 5:00 PM,Sun - Sat10:00 AM - 5:00 PM,4.0,25%,25%,50%,0%,0%
d7157816,Memory Lane Railway Museum,https://www.tripadvisor.com/Attraction_Review-g1009380-d7157816-Reviews-Memory_Lane_Railway_Museum-Middleton_Southwest_Nova_Scotia_Nova_Scotia.html,#5 of 6 things to do in Middleton,"Museums, Specialty Museums","61 School Street, Middleton, Nova Scotia B0S 1P0, Canada",4,Open Now: 9:00 AM - 5:00 PM,Mon - Fri9:00 AM - 5:00 PMSat10:00 AM - 2:30 PM,4.0,25%,50%,0%,25%,0%
d13113939,St Joseph Church,https://www.tripadvisor.com/Attraction_Review-g677535-d13113939-Reviews-St_Joseph_Church-Dingwall_Cape_Breton_Island_Nova_Scotia.html,#9 of 9 things to do in Dingwall,"Sights & Landmarks, Churches & Cathedrals","430 Dingwall Road, Dingwall, Nova Scotia B0C 1G0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d5555784,Salsman Provincial Park,https://www.tripadvisor.com/Attraction_Review-g499226-d5555784-Reviews-Salsman_Provincial_Park-Guysborough_Nova_Scotia.html,#8 of 14 things to do in Guysborough,Nature & Parks,"15641 Highway 316 | Country Harbor, Guysborough, Nova Scotia B0J 1A0, Canada",2,,,4.5,50%,50%,0%,0%,0%
d626778,Bear River First Nation Heritage and Cultural Centre,https://www.tripadvisor.com/Attraction_Review-g1157768-d626778-Reviews-Bear_River_First_Nation_Heritage_and_Cultural_Centre-Bear_River_Southwest_Nova_Sc.html,#5 of 8 things to do in Bear River,"Sights & Landmarks, Museums, Specialty Museums, History Museums, Educational sites More","194 Reservation Road, Bear River, Nova Scotia BOS IBO, Canada",3,,,3.5,34%,33%,0%,0%,33%
d6889652,Boxing Rock Brewing Co,https://www.tripadvisor.com/Attraction_Review-g154968-d6889652-Reviews-Boxing_Rock_Brewing_Co-Shelburne_Southwest_Nova_Scotia_Nova_Scotia.html,#11 of 16 things to do in Shelburne,"Food & Drink, Breweries","78 Ohio Road, Shelburne, Nova Scotia, Canada",14,Open Now: 12:00 PM - 6:00 PM,Tue - Sat12:00 PM - 6:00 PM,4.0,58%,21%,0%,14%,7%
d7080051,Islands Museum and Tourist Bureau,https://www.tripadvisor.com/Attraction_Review-g674746-d7080051-Reviews-Islands_Museum_and_Tourist_Bureau-Tiverton_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 4 things to do in Tiverton,"Museums, Specialty Museums","Hwy 217, Tiverton, Nova Scotia, Canada",1,,,1.0,0%,0%,0%,0%,100%
d14956976,Tusket Falls Brewing Company,https://www.tripadvisor.com/Attraction_Review-g652395-d14956976-Reviews-Tusket_Falls_Brewing_Company-Tusket_Municipality_of_Argyle_Southwest_Nova_Scotia.html,#3 of 5 things to do in Tusket,"Food & Drink, Breweries","20 Slocomb Cres, Tusket, Nova Scotia B0W 3M0, Canada",2,,,4.0,50%,0%,50%,0%,0%
d13234859,The Mighty Fortress Church,https://www.tripadvisor.com/Attraction_Review-g499217-d13234859-Reviews-The_Mighty_Fortress_Church-Louisbourg_Cape_Breton_Island_Nova_Scotia.html,#14 of 16 things to do in Louisbourg,"Sights & Landmarks, Churches & Cathedrals","7437 Main St, Louisbourg, Nova Scotia B1C 1G9, Canada",1,,,5.0,100%,0%,0%,0%,0%
d7080094,Musquodoboit Valley Bicentennial Theatre,https://www.tripadvisor.com/Attraction_Review-g6523209-d7080094-Reviews-Musquodoboit_Valley_Bicentennial_Theatre-Middle_Musquodoboit_Halifax_Region_Nova.html,#2 of 2 things to do in Middle Musquodoboit,"Concerts & Shows, Theaters","12390 Hwy. 224, Middle Musquodoboit, Nova Scotia B0N 1X0, Canada",1,,,3.0,0%,0%,100%,0%,0%
d5555757,Caddell Rapids Lookoff Provincial Park,https://www.tripadvisor.com/Attraction_Review-g3750070-d5555757-Reviews-Caddell_Rapids_Lookoff_Provincial_Park-Stewiacke_Nova_Scotia.html,#5 of 7 things to do in Stewiacke,Nature & Parks,"1609 Riverside Rd, Stewiacke, Nova Scotia B0N 2J0, Canada",1,,,3.0,0%,0%,100%,0%,0%
d13316190,Louisbourg Boardwalk Park and Boat Launch,https://www.tripadvisor.com/Attraction_Review-g499217-d13316190-Reviews-Louisbourg_Boardwalk_Park_and_Boat_Launch-Louisbourg_Cape_Breton_Island_Nova_Sco.html,#9 of 16 things to do in Louisbourg,"Sights & Landmarks, Piers & Boardwalks","30 Harbourfront Cres | Near the Louisbourg Harbor, Louisbourg, Nova Scotia B1C 1C4, Canada",2,,,4.5,50%,50%,0%,0%,0%
d14902973,Dickey Park Splash Pad,https://www.tripadvisor.com/Attraction_Review-g182200-d14902973-Reviews-Dickey_Park_Splash_Pad-Amherst_Nova_Scotia.html,#10 of 16 things to do in Amherst,"Nature & Parks, Fun & Games, Outdoor Activities, Jogging Paths & Tracks, Playgrounds More","132 Pleasant St E, Amherst, Nova Scotia B4H 1N5, Canada",0,,,,0%,0%,0%,0%,0%
d8531493,Gallery 215,https://www.tripadvisor.com/Attraction_Review-g5561759-d8531493-Reviews-Gallery_215-Lower_Selma_Nova_Scotia.html,#3 of 3 things to do in Lower Selma,"Shopping, Museums, Art Galleries","8247 Highway 215, Lower Selma, Nova Scotia B0N 1T0, Canada",2,Open Now: 10:00 AM - 5:30 PM,Sun - Sat10:00 AM - 5:30 PM,4.5,50%,50%,0%,0%,0%
d13285761,St Bartholomew s Anglican Church,https://www.tripadvisor.com/Attraction_Review-g499217-d13285761-Reviews-St_Bartholomew_s_Anglican_Church-Louisbourg_Cape_Breton_Island_Nova_Scotia.html,#12 of 16 things to do in Louisbourg,"Sights & Landmarks, Churches & Cathedrals","7546 Main St, Louisbourg, Nova Scotia B1C 1J4, Canada",1,,,5.0,100%,0%,0%,0%,0%
d4409047,West Hants Historical Society,https://www.tripadvisor.com/Attraction_Review-g316029-d4409047-Reviews-West_Hants_Historical_Society-Windsor_Southwest_Nova_Scotia_Nova_Scotia.html,#13 of 20 things to do in Windsor,"Museums, Specialty Museums","281 King Street | B0n 2t0, Windsor, Nova Scotia, Canada",4,Closed today: Closed,Wed10:00 AM - 3:00 PM,4.5,50%,50%,0%,0%,0%
d15129257,South Side Beach,https://www.tripadvisor.com/Attraction_Review-g1490585-d15129257-Reviews-South_Side_Beach-Barrington_Southwest_Nova_Scotia_Nova_Scotia.html,#6 of 7 things to do in Barrington,"Nature & Parks, Outdoor Activities, Beaches","Daniel's Head Road, Barrington, Nova Scotia B0W 1P0, Canada",2,,,5.0,100%,0%,0%,0%,0%
d5555790,Lake George Provincial Park,https://www.tripadvisor.com/Attraction_Review-g2089959-d5555790-Reviews-Lake_George_Provincial_Park-Aylesford_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 5 things to do in Aylesford,Nature & Parks,"125 North River Rd | Lake George, Aylesford, Nova Scotia B0P 1C0, Canada",1,,,4.0,0%,100%,0%,0%,0%
d13187157,Louisbourg Visitor Information Centre,https://www.tripadvisor.com/Attraction_Review-g499217-d13187157-Reviews-Louisbourg_Visitor_Information_Centre-Louisbourg_Cape_Breton_Island_Nova_Scotia.html,#10 of 16 things to do in Louisbourg,"Traveler Resources, Visitor Centers","7495 Main St, Louisbourg, Nova Scotia B1C 1H6, Canada",5,,,3.5,60%,0%,0%,20%,20%
d8454464,Lockeport Walking Trail,https://www.tripadvisor.com/Attraction_Review-g1119846-d8454464-Reviews-Lockeport_Walking_Trail-Lockeport_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 7 things to do in Lockeport,"Nature & Parks, Outdoor Activities, Hiking Trails","157 Locke Street, Lockeport, Nova Scotia B0T 1L0, Canada",1,,,4.0,0%,100%,0%,0%,0%
d7051780,Schafner Point Lighthouse,https://www.tripadvisor.com/Attraction_Review-g499225-d7051780-Reviews-Schafner_Point_Lighthouse-Granville_Ferry_Annapolis_Royal_Southwest_Nova_Scotia_N.html,#4 of 4 things to do in Granville Ferry,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Granville Road, Granville Ferry, Annapolis Royal, Nova Scotia B0S 1K0, Canada",5,,,3.5,0%,40%,60%,0%,0%
d5556165,Sherbrooke Provincial Park,https://www.tripadvisor.com/Attraction_Review-g2201420-d5556165-Reviews-Sherbrooke_Provincial_Park-Sherbrooke_Nova_Scotia.html,#4 of 4 things to do in Sherbrooke,Nature & Parks,"8407 Highway 7, Sherbrooke, Nova Scotia B0N 2A0, Canada",2,,,3.5,50%,0%,0%,50%,0%
d3370054,Osprey Arts Centre,https://www.tripadvisor.com/Attraction_Review-g154968-d3370054-Reviews-Osprey_Arts_Centre-Shelburne_Southwest_Nova_Scotia_Nova_Scotia.html,#10 of 16 things to do in Shelburne,"Concerts & Shows, Shopping, Museums, Theaters, Art Galleries More","107 Water, Shelburne, Nova Scotia B0T 1W0, Canada",9,,,4.5,67%,33%,0%,0%,0%
d13234863,First United Church,https://www.tripadvisor.com/Attraction_Review-g499217-d13234863-Reviews-First_United_Church-Louisbourg_Cape_Breton_Island_Nova_Scotia.html,#13 of 16 things to do in Louisbourg,"Sights & Landmarks, Churches & Cathedrals","3 Upper Warren Street, Louisbourg, Nova Scotia B1C 1M5, Canada",1,,,5.0,100%,0%,0%,0%,0%
d13187166,Veterans Memorial Park,https://www.tripadvisor.com/Attraction_Review-g499217-d13187166-Reviews-Veterans_Memorial_Park-Louisbourg_Cape_Breton_Island_Nova_Scotia.html,#15 of 16 things to do in Louisbourg,Nature & Parks,"5653 Highway 2, Louisbourg, Nova Scotia B1C 1H8, Canada",1,,,5.0,100%,0%,0%,0%,0%
d4367341,Barrington Woolen Mill,https://www.tripadvisor.com/Attraction_Review-g1490585-d4367341-Reviews-Barrington_Woolen_Mill-Barrington_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 7 things to do in Barrington,"Museums, Specialty Museums","2368 Highway 3 | B0W 1E0, Barrington, Nova Scotia B0W 1E0, Canada",14,,,4.0,28%,37%,21%,14%,0%
d583205,Skipping Stone Cafe Store,https://www.tripadvisor.com/Attraction_Review-g499226-d583205-Reviews-Skipping_Stone_Cafe_Store-Guysborough_Nova_Scotia.html,#6 of 14 things to do in Guysborough,"Shopping, Museums, Art Galleries","74 Main Street, Guysborough, Nova Scotia B0H 1N0, Canada",4,,,4.0,50%,25%,0%,25%,0%
d7119710,West Head Lighthouse,https://www.tripadvisor.com/Attraction_Review-g609111-d7119710-Reviews-West_Head_Lighthouse-Liverpool_Southwest_Nova_Scotia_Nova_Scotia.html,#15 of 15 things to do in Liverpool,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","141 Breakwater Rd, Liverpool, Nova Scotia B0W 1P0, Canada",1,,,3.0,0%,0%,100%,0%,0%
